#HEADER
#TITLES
 , ,Dniuzhuan1
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
505,7428.196000,0.6510837
506,7428.197000,0.6422756
507,7428.198000,0.6386535
508,7428.199000,0.6407292
509,7428.200000,0.6457699
510,7428.201000,0.6554541
511,7428.202000,0.6545939
512,7428.203000,0.6418402
513,7428.204000,0.6256112
514,7428.205000,0.6024523
515,7428.206000,0.5897042
516,7428.207000,0.5894833
517,7428.208000,0.589745
518,7428.209000,0.5951656
519,7428.210000,0.5862902
520,7428.211000,0.5605005
521,7428.212000,0.5520144
522,7428.213000,0.5576146
523,7428.214000,0.5508752
524,7428.215000,0.5367281
525,7428.216000,0.5281694
526,7428.217000,0.521783
527,7428.218000,0.513467
528,7428.219000,0.5047265
529,7428.220000,0.49643
530,7428.221000,0.4882174
531,7428.222000,0.4790584
532,7428.223000,0.4689547
533,7428.224000,0.4623358
534,7428.225000,0.4593523
535,7428.226000,0.4378302
536,7428.227000,0.4381703
537,7428.228000,0.4273105
538,7428.229000,0.4186724
539,7428.230000,0.4090639
540,7428.231000,0.3983867
541,7428.232000,0.3871346
542,7428.233000,0.3750236
543,7428.234000,0.3662016
544,7428.235000,0.3610675
545,7428.236000,0.357609
546,7428.237000,0.3569977
547,7428.238000,0.3469133
548,7428.239000,0.3262087
549,7428.240000,0.320466
550,7428.241000,0.3282605
551,7428.242000,0.2982554
552,7428.243000,0.3129215
553,7428.244000,0.3015621
554,7428.245000,0.2894578
555,7428.246000,0.2818027
556,7428.247000,0.2774957
557,7428.248000,0.2705923
558,7428.249000,0.262474
559,7428.250000,0.2552137
560,7428.251000,0.2480945
561,7428.252000,0.2406803
562,7428.253000,0.2331638
563,7428.254000,0.2259623
564,7428.255000,0.2190718
565,7428.256000,0.212322
566,7428.257000,0.2058176
567,7428.258000,0.1992577
568,7428.259000,0.1926245
569,7428.260000,0.1861546
570,7428.261000,0.1797829
571,7428.262000,0.1731639
572,7428.263000,0.1662909
573,7428.264000,0.1592799
574,7428.265000,0.1520383
575,7428.266000,0.1448232
576,7428.267000,0.137642
577,7428.268000,0.130283
578,7428.269000,0.1227966
579,7428.270000,0.1150268
580,7428.271000,0.1069274
581,7428.272000,0.1014092
582,7428.273000,0.09870538
583,7428.274000,0.08460465
584,7428.275000,0.05859248
585,7428.276000,0.09158569
