#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
609,7642.568000,-10.66677
610,7642.569000,-10.71576
611,7642.570000,-10.77902
612,7642.571000,-10.81582
613,7642.572000,-10.84822
614,7642.573000,-10.85286
615,7642.574000,-10.85729
616,7642.575000,-10.79813
617,7642.576000,-10.71311
618,7642.577000,-10.57663
619,7642.578000,-10.54413
620,7642.579000,-10.6247
621,7642.580000,-10.64926
622,7642.581000,-10.74896
623,7642.582000,-10.74803
624,7642.583000,-10.67221
625,7642.584000,-10.76429
626,7642.585000,-10.61417
627,7642.586000,-10.60309
628,7642.587000,-10.62773
629,7642.588000,-10.62292
630,7642.589000,-10.61118
631,7642.590000,-10.60723
632,7642.591000,-10.4199
633,7642.592000,-10.40538
634,7642.593000,-10.49648
635,7642.594000,-10.44619
636,7642.595000,-10.28195
637,7642.596000,-10.33697
638,7642.597000,-10.24337
639,7642.598000,-10.20749
640,7642.599000,-10.13557
641,7642.600000,-10.27513
642,7642.601000,-10.19673
643,7642.602000,-10.24379
644,7642.603000,-10.2719
645,7642.604000,-10.11698
646,7642.605000,-10.13669
647,7642.606000,-10.14136
648,7642.607000,-10.11787
649,7642.608000,-10.13393
650,7642.609000,-10.15225
651,7642.610000,-10.16492
652,7642.611000,-10.16829
653,7642.612000,-10.17892
654,7642.613000,-10.19247
655,7642.614000,-10.19338
656,7642.615000,-10.18206
657,7642.616000,-10.21338
658,7642.617000,-10.28867
659,7642.618000,-10.11935
660,7642.619000,-10.20564
661,7642.620000,-10.21449
662,7642.621000,-10.31598
663,7642.622000,-10.09011
664,7642.623000,-10.23192
665,7642.624000,-10.27698
666,7642.625000,-10.27388
667,7642.626000,-10.29501
668,7642.627000,-10.27711
669,7642.628000,-10.40562
670,7642.629000,-10.3884
671,7642.630000,-10.38985
672,7642.631000,-10.38749
673,7642.632000,-10.35272
674,7642.633000,-10.30251
675,7642.634000,-10.26766
676,7642.635000,-10.29735
677,7642.636000,-10.32387
678,7642.637000,-10.37774
679,7642.638000,-10.3975
680,7642.639000,-10.37747
681,7642.640000,-10.35304
682,7642.641000,-10.30873
683,7642.642000,-10.30913
684,7642.643000,-10.26375
685,7642.644000,-10.29309
686,7642.645000,-10.25217
687,7642.646000,-10.24625
688,7642.647000,-10.23352
689,7642.648000,-10.21922
690,7642.649000,-10.20294
691,7642.650000,-10.2219
692,7642.651000,-10.27925
693,7642.652000,-10.17395
694,7642.653000,-10.03461
695,7642.654000,-10.39659
696,7642.655000,-10.13255
697,7642.656000,-10.15258
698,7642.657000,-10.1299
699,7642.658000,-10.12086
700,7642.659000,-10.15446
701,7642.660000,-10.0074
702,7642.661000,-10.10893
703,7642.662000,-10.01691
704,7642.663000,-9.9902
705,7642.664000,-10.16937
706,7642.665000,-10.10644
707,7642.666000,-10.15552
708,7642.667000,-10.14894
709,7642.668000,-10.10789
710,7642.669000,-10.08113
711,7642.670000,-10.0665
712,7642.671000,-10.08983
713,7642.672000,-10.06948
714,7642.673000,-10.08988
715,7642.674000,-10.11104
716,7642.675000,-10.15527
717,7642.676000,-10.03917
718,7642.677000,-10.01064
719,7642.678000,-10.17432
720,7642.679000,-10.11305
721,7642.680000,-10.20139
722,7642.681000,-10.28074
723,7642.682000,-10.35145
724,7642.683000,-10.29699
725,7642.684000,-10.32601
726,7642.685000,-10.01305
727,7642.686000,-10.36884
728,7642.687000,-10.22836
729,7642.688000,-10.18693
730,7642.689000,-10.33588
731,7642.690000,-10.34776
732,7642.691000,-10.35449
733,7642.692000,-10.37117
734,7642.693000,-10.38685
735,7642.694000,-10.3931
736,7642.695000,-10.3931
737,7642.696000,-10.45139
738,7642.697000,-10.5441
739,7642.698000,-10.40905
740,7642.699000,-10.26121
741,7642.700000,-10.7252
742,7642.701000,-10.41811
743,7642.702000,-10.48613
744,7642.703000,-10.53421
745,7642.704000,-10.51141
746,7642.705000,-10.4522
747,7642.706000,-10.61515
748,7642.707000,-10.51133
749,7642.708000,-10.54307
750,7642.709000,-10.5471
751,7642.710000,-10.55042
752,7642.711000,-10.55313
753,7642.712000,-10.55587
754,7642.713000,-10.55881
755,7642.714000,-10.55588
756,7642.715000,-10.54673
757,7642.716000,-10.56174
758,7642.717000,-10.5576
759,7642.718000,-10.54239
760,7642.719000,-10.5598
761,7642.720000,-10.5584
762,7642.721000,-10.55807
763,7642.722000,-10.57605
764,7642.723000,-10.61304
765,7642.724000,-10.55017
766,7642.725000,-10.58988
767,7642.726000,-10.60945
768,7642.727000,-10.61455
769,7642.728000,-10.54416
770,7642.729000,-10.3701
771,7642.730000,-10.6604
772,7642.731000,-10.44385
773,7642.732000,-10.55815
774,7642.733000,-10.69378
775,7642.734000,-10.74627
776,7642.735000,-10.71884
777,7642.736000,-10.81684
778,7642.737000,-10.77741
779,7642.738000,-10.85003
780,7642.739000,-10.96827
781,7642.740000,-10.94429
782,7642.741000,-11.10097
783,7642.742000,-11.08704
784,7642.743000,-11.01645
785,7642.744000,-10.9478
786,7642.745000,-11.15486
787,7642.746000,-10.41814
788,7642.747000,-10.39973
789,7642.748000,-10.57096
790,7642.749000,-10.01107
791,7642.750000,-9.913404
792,7642.751000,-9.913132
793,7642.752000,-9.928579
794,7642.753000,-10.0359
795,7642.754000,-10.1665
796,7642.755000,-10.18954
797,7642.756000,-10.46498
798,7642.757000,-10.63124
799,7642.758000,-10.75539
800,7642.759000,-10.79311
801,7642.760000,-10.8249
802,7642.761000,-10.83594
803,7642.762000,-10.60589
