#HEADER
#TITLES
 , ,D-Z1Q
#UNITS
 , ,KN
#DATATYPES
Huge,Double,Float
#DATA
659,7507.068000,-10.61706
660,7507.069000,-10.61949
661,7507.070000,-10.61995
662,7507.071000,-10.61869
663,7507.072000,-10.62027
664,7507.073000,-10.5594
665,7507.074000,-10.64576
666,7507.075000,-10.73455
667,7507.076000,-10.51239
668,7507.077000,-10.6251
669,7507.078000,-10.69563
670,7507.079000,-10.61828
671,7507.080000,-10.56042
672,7507.081000,-10.53719
673,7507.082000,-10.58698
674,7507.083000,-10.71413
675,7507.084000,-10.73319
676,7507.085000,-10.63901
677,7507.086000,-10.56867
678,7507.087000,-10.48148
679,7507.088000,-10.83136
680,7507.089000,-10.57733
681,7507.090000,-10.64193
682,7507.091000,-10.65196
683,7507.092000,-10.64524
684,7507.093000,-10.64654
685,7507.094000,-10.65985
686,7507.095000,-10.72415
687,7507.096000,-10.60107
688,7507.097000,-10.61892
689,7507.098000,-10.72019
690,7507.099000,-10.66516
691,7507.100000,-10.69312
692,7507.101000,-10.69092
693,7507.102000,-10.65277
694,7507.103000,-10.67119
695,7507.104000,-10.71491
696,7507.105000,-10.73541
697,7507.106000,-10.68788
698,7507.107000,-10.53552
699,7507.108000,-10.87715
700,7507.109000,-10.72609
701,7507.110000,-10.63668
702,7507.111000,-10.71627
703,7507.112000,-10.72975
704,7507.113000,-10.80944
705,7507.114000,-10.64901
706,7507.115000,-10.6966
707,7507.116000,-10.80734
708,7507.117000,-10.68209
709,7507.118000,-10.7714
710,7507.119000,-10.7217
711,7507.120000,-10.74617
712,7507.121000,-10.73877
713,7507.122000,-10.73493
714,7507.123000,-10.79214
715,7507.124000,-10.70038
716,7507.125000,-10.77961
717,7507.126000,-10.75155
718,7507.127000,-10.71374
719,7507.128000,-10.81505
720,7507.129000,-10.68336
721,7507.130000,-10.81995
722,7507.131000,-10.75373
723,7507.132000,-10.75777
724,7507.133000,-10.74322
725,7507.134000,-10.79372
726,7507.135000,-10.78561
727,7507.136000,-10.75668
728,7507.137000,-10.74948
729,7507.138000,-10.81129
730,7507.139000,-10.77475
731,7507.140000,-10.78371
732,7507.141000,-10.75501
733,7507.142000,-10.81476
734,7507.143000,-10.74362
735,7507.144000,-10.78942
736,7507.145000,-10.88415
737,7507.146000,-10.67534
738,7507.147000,-10.84482
739,7507.148000,-10.77456
740,7507.149000,-10.73263
741,7507.150000,-10.82039
742,7507.151000,-10.83426
743,7507.152000,-10.70401
744,7507.153000,-10.93469
745,7507.154000,-10.73831
746,7507.155000,-10.48379
747,7507.156000,-11.13511
748,7507.157000,-10.68849
749,7507.158000,-10.72839
750,7507.159000,-10.92922
751,7507.160000,-10.53554
752,7507.161000,-11.07167
753,7507.162000,-10.495
754,7507.163000,-10.7174
755,7507.164000,-11.06668
756,7507.165000,-10.636
757,7507.166000,-10.702
758,7507.167000,-10.77811
759,7507.168000,-10.79637
760,7507.169000,-10.78899
761,7507.170000,-10.62228
762,7507.171000,-10.73259
763,7507.172000,-10.79065
764,7507.173000,-10.94805
765,7507.174000,-10.62345
766,7507.175000,-10.75292
767,7507.176000,-10.61271
768,7507.177000,-10.56337
769,7507.178000,-11.01682
770,7507.179000,-10.62038
771,7507.180000,-10.69072
772,7507.181000,-10.72412
773,7507.182000,-10.6979
774,7507.183000,-10.70274
775,7507.184000,-10.69469
776,7507.185000,-10.6914
777,7507.186000,-10.6887
778,7507.187000,-10.68808
779,7507.188000,-10.66828
780,7507.189000,-10.62762
781,7507.190000,-10.68986
782,7507.191000,-10.66512
783,7507.192000,-10.66089
784,7507.193000,-10.6898
785,7507.194000,-10.66158
786,7507.195000,-10.63857
787,7507.196000,-10.53125
788,7507.197000,-10.6733
789,7507.198000,-10.66189
790,7507.199000,-10.62359
791,7507.200000,-10.59129
792,7507.201000,-10.54282
793,7507.202000,-10.63803
794,7507.203000,-10.55198
795,7507.204000,-10.66287
796,7507.205000,-10.47945
797,7507.206000,-10.48555
798,7507.207000,-10.61146
799,7507.208000,-10.64291
800,7507.209000,-10.63131
801,7507.210000,-10.58583
802,7507.211000,-10.3703
803,7507.212000,-10.45662
804,7507.213000,-10.72727
805,7507.214000,-10.5587
806,7507.215000,-10.4962
807,7507.216000,-10.45099
808,7507.217000,-10.54448
809,7507.218000,-10.59442
810,7507.219000,-10.57985
811,7507.220000,-10.49838
812,7507.221000,-10.45642
813,7507.222000,-10.64707
814,7507.223000,-10.49305
815,7507.224000,-10.54029
816,7507.225000,-10.57485
817,7507.226000,-10.49115
818,7507.227000,-10.62323
819,7507.228000,-10.48637
820,7507.229000,-10.5221
821,7507.230000,-10.58683
822,7507.231000,-10.56795
823,7507.232000,-10.51694
824,7507.233000,-10.58934
825,7507.234000,-10.54149
826,7507.235000,-10.56675
827,7507.236000,-10.57066
828,7507.237000,-10.59251
829,7507.238000,-10.55772
830,7507.239000,-10.61121
831,7507.240000,-10.58077
832,7507.241000,-10.56688
833,7507.242000,-10.64361
834,7507.243000,-10.50439
835,7507.244000,-10.67681
836,7507.245000,-10.66641
837,7507.246000,-10.52624
838,7507.247000,-10.58885
839,7507.248000,-10.59932
840,7507.249000,-10.71322
841,7507.250000,-10.437
842,7507.251000,-10.69188
843,7507.252000,-10.68387
844,7507.253000,-10.72391
845,7507.254000,-10.73888
846,7507.255000,-10.54863
847,7507.256000,-10.44789
848,7507.257000,-10.63306
849,7507.258000,-10.91831
850,7507.259000,-10.32297
851,7507.260000,-10.88359
852,7507.261000,-10.84704
853,7507.262000,-10.41897
854,7507.263000,-10.7854
855,7507.264000,-10.70013
856,7507.265000,-10.64729
857,7507.266000,-10.76266
858,7507.267000,-10.74708
859,7507.268000,-10.6891
860,7507.269000,-10.72264
861,7507.270000,-10.78309
862,7507.271000,-10.68809
863,7507.272000,-10.80327
864,7507.273000,-10.78715
865,7507.274000,-10.72625
866,7507.275000,-10.82291
867,7507.276000,-10.73402
868,7507.277000,-10.78675
869,7507.278000,-10.7832
870,7507.279000,-10.86891
871,7507.280000,-10.84449
872,7507.281000,-10.7319
873,7507.282000,-11.06617
874,7507.283000,-10.80849
875,7507.284000,-10.72598
876,7507.285000,-10.92538
877,7507.286000,-10.98272
878,7507.287000,-10.88882
879,7507.288000,-10.85542
880,7507.289000,-11.09816
881,7507.290000,-10.68902
882,7507.291000,-10.98387
883,7507.292000,-10.838
884,7507.293000,-10.76973
885,7507.294000,-10.95333
886,7507.295000,-11.0234
887,7507.296000,-10.96996
888,7507.297000,-10.65636
889,7507.298000,-11.60159
890,7507.299000,-11.28286
891,7507.300000,-10.76539
892,7507.301000,-11.07055
893,7507.302000,-10.98867
894,7507.303000,-10.95994
895,7507.304000,-11.05787
896,7507.305000,-11.07162
897,7507.306000,-11.1335
898,7507.307000,-11.17777
899,7507.308000,-11.10563
900,7507.309000,-11.08717
901,7507.310000,-11.25645
902,7507.311000,-11.01536
903,7507.312000,-11.31626
904,7507.313000,-11.12028
905,7507.314000,-11.25572
906,7507.315000,-11.40087
907,7507.316000,-11.20582
908,7507.317000,-10.71397
909,7507.318000,-11.85371
910,7507.319000,-11.30117
911,7507.320000,-11.07542
912,7507.321000,-11.48233
913,7507.322000,-11.24076
914,7507.323000,-11.47412
915,7507.324000,-11.32798
916,7507.325000,-11.46726
917,7507.326000,-11.44291
918,7507.327000,-11.39977
919,7507.328000,-11.44394
920,7507.329000,-11.41126
921,7507.330000,-11.39759
922,7507.331000,-11.61691
923,7507.332000,-11.6634
924,7507.333000,-11.63671
925,7507.334000,-11.36696
926,7507.335000,-11.65846
927,7507.336000,-11.58884
928,7507.337000,-11.55903
929,7507.338000,-11.62498
930,7507.339000,-11.7793
931,7507.340000,-11.58107
932,7507.341000,-11.63869
933,7507.342000,-11.87261
934,7507.343000,-11.55896
935,7507.344000,-11.59532
936,7507.345000,-11.66688
937,7507.346000,-11.84377
938,7507.347000,-11.66742
939,7507.348000,-11.70601
940,7507.349000,-11.76167
941,7507.350000,-11.69775
942,7507.351000,-11.60646
943,7507.352000,-11.89647
944,7507.353000,-11.73702
945,7507.354000,-11.7938
